样本	Learn	段名	原始脉冲	二进制	十六进制	位说明/字段说明
heat	Learn13Code	帧1-48-55	D1FD 65FE D2FD 65FE D3FD 64FE D2FD 64FE D2FD 65FE D1FD 65FE D2FD 65FE D2FD 65FE	00000000	00	已确认 fixed field
heat	Learn13Code	帧1-56-63	D1FD 65FE D2FD 66FE D2FD 65FE D2FD 65FE D1FD 66FE D1FD 65FE D1FD 65FE D2FD F1FA	00000001	80	未知 variable field, meaning unresolved
heat	Learn13Code	帧1-64-67	D1FD F1FA D2FD 66FE D1FD F1FA D2FD F0FA	1011	D	tail bits
heat	Learn13Code	帧1-标记	D1FD			special marker or separator
heat	Learn13Code	帧1-帧间分隔	BD82			between frames
heat	Learn13Code	帧2-头	A9E3FBF1			chunk header bytes
heat	Learn13Code	帧2-0-7	E6FD 50FE E6FD 51FE E6FD DCFA D2FD F0FA E6FD DCFA E6FD DDFA D2FD 64FE D3FD 65FE	00111100	3C	推测 mode candidate
heat	Learn13Code	帧2-8-15	D2FD F0FA D2FD F0FA D2FD F0FA D3FD 64FE D2FD 65FE D2FD 65FE D3FD 65FE D2FD 65FE	11100000	07	已确认 temperature candidate
heat	Learn13Code	帧2-16-23	D2FD 66FE D1FD 65FE D3FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE D2FD 66FE	00000000	00	已确认 fixed byte
heat	Learn13Code	帧2-24-31	D1FD 66FE D1FD 64FE D3FD 65FE D2FD 65FE D2FD F1FA D1FD F0FA D2FD F1FA D0FD 65FE	00001110	70	已确认 frame tag
heat	Learn13Code	帧2-32-39	D2FD 65FE D1FD F1FA D2FD 65FE D2FD 70C1 D2FD 64FE D3FD 64FE D2FD 65FE D2FD 65FE	01000000	02	已确认 fixed byte
heat	Learn13Code	帧2-40-47	D2FD 65FE D3FD 64FE D2FD 66FE D2FD 64FE D3FD 65FE D2FD 66FE D1FD 66FE D2FD 65FE	00000000	00	已确认 fixed byte
heat	Learn13Code	帧2-48-55	D2FD 66FE D1FD 66FE D1FD 66FE D2FD 65FE D2FD 66FE D1FD 66FE D1FD 66FE D2FD 65FE	00000000	00	已确认 fixed field
heat	Learn13Code	帧2-56-63	D1FD F1FA D1FD F1FA D2FD 65FE D2FD 65FE D2FD 66FE D2FD 65FE D3FD 65FE D1FD 66FE	11000000	03	未知 variable field, meaning unresolved
heat	Learn13Code	帧2-64-67	D0FD 64FE D3FD 65FE D2FD 66FE D2FD 64FE	0000	0	tail bits
heat	Learn13Code	帧2-标记	D2FD			special marker or separator
heat	Learn14Code	帧1-头	A9E30EF2			chunk header bytes
heat	Learn14Code	帧1-0-7	D3FD 64FE D1FD 65FE D4FD EFFA D3FD F0FA D3FD EFFA D3FD F0FA D3FD 63FE D4FD 64FE	00111100	3C	推测 mode candidate
heat	Learn14Code	帧1-8-15	D3FD 63FE D4FD EFFA D4FD DDFA E7FD 63FE D4FD 52FE E6FD 50FE E6FD 51FE E6FD 51FE	01100000	06	已确认 temperature candidate
heat	Learn14Code	帧1-16-23	E6FD 50FE E7FD 50FE E6FD 51FE E6FD 51FE E6FD 51FE E7FD 51FE E6FD 51FE E7FD 50FE	00000000	00	已确认 fixed byte
heat	Learn14Code	帧1-24-31	E7FD 51FE E6FD 51FE E5FD 51FE D2FD 64FE D3FD F0FA D2FD 64FE E6FD DCFA D2FD 66FE	00001010	50	已确认 frame tag
heat	Learn14Code	帧1-32-39	D3FD 64FE D3FD F0FA D2FD 65FE D3FD 83C1 D4FD 62FE D4FD 51FE E6FD 50FE E6FD 50FE	01000000	02	已确认 fixed byte
heat	Learn14Code	帧1-40-47	E7FD 51FE E6FD 51FE E7FD 50FE E6FD 50FE E7FD 52FE E6FD 51FE E6FD 50FE E7FD 51FE	00000000	00	已确认 fixed byte
heat	Learn14Code	帧1-48-55	E5FD 52FE D2FD 65FE E7FD 50FE E7FD 51FE D2FD 67FE D1FD 65FE D3FD 64FE D3FD 65FE	00000000	00	已确认 fixed field
heat	Learn14Code	帧1-56-63	E6FD 51FE E7FD 50FE D3FD 64FE D3FD 65FE D2FD 65FE D3FD 64FE D2FD 65FE D2FD F1FA	00000001	80	未知 variable field, meaning unresolved
heat	Learn14Code	帧1-64-67	D1FD 65FE D2FD 66FE D2FD F1FA D2FD F1FA	0011	C	tail bits
heat	Learn14Code	帧1-标记	D1FD			special marker or separator
heat	Learn14Code	帧1-帧间分隔	C882			between frames
heat	Learn14Code	帧2-头	AAE30EF2			chunk header bytes
heat	Learn14Code	帧2-0-7	D3FD 64FE D3FD 64FE D3FD EFFA D4FD EFFA D4FD EEFA D4FD F0FA D4FD 50FE E6FD 51FE	00111100	3C	推测 mode candidate
heat	Learn14Code	帧2-8-15	E6FD 51FE E7FD DDFA E6FD DDFA E6FD 50FE D4FD 64FE E6FD 51FE E6FD 51FE E5FD 52FE	01100000	06	已确认 temperature candidate
heat	Learn14Code	帧2-16-23	E5FD 51FE E6FD 51FE D3FD 65FE E6FD 51FE E7FD 50FE E1FD 57FE E5FD 51FE D3FD 64FE	00000000	00	已确认 fixed byte
heat	Learn14Code	帧2-24-31	E7FD 51FE E5FD 51FE E6FD 51FE D4FD 63FE E6FD DDFA E6FD DCFA D3FD F1FA D1FD 65FE	00001110	70	已确认 frame tag
heat	Learn14Code	帧2-32-39	D2FD 65FE D1FD F1FA D2FD 64FE D2FD 74C1 E7FD 51FE E6FD 51FE E6FD 50FE E6FD 52FE	01000000	02	已确认 fixed byte
heat	Learn14Code	帧2-40-47	E6FD 51FE D3FD 64FE E6FD 51FE E6FD 51FE E6FD 50FE E7FD 51FE E6FD 51FE E7FD 51FE	00000000	00	已确认 fixed byte
heat	Learn14Code	帧2-48-55	E6FD 51FE D3FD 64FE D3FD 65FE D2FD 65FE D2FD 65FE D3FD 65FE E6FD 51FE D3FD 65FE	00000000	00	已确认 fixed field
heat	Learn14Code	帧2-56-63	D2FD F2FA D3FD F1FA D2FD 65FE D2FD 65FE D2FD 64FE D2FD 65FE D2FD 66FE D2FD 65FE	11000000	03	未知 variable field, meaning unresolved
heat	Learn14Code	帧2-64-67	D1FD F1FA D2FD F0FA D2FD F1FA D2FD F1FA	1111	F	tail bits
heat	Learn14Code	帧2-标记	D2FD			special marker or separator
heat	Learn15Code	帧1-头	91E3FAF1			chunk header bytes
heat	Learn15Code	帧1-0-7	E7FD 51FE E6FD 51FE E6FD DCFA E6FD DCFA E6FD DCFA E6FD DDFA E6FD 51FE E5FD 51FE	00111100	3C	推测 mode candidate
heat	Learn15Code	帧1-8-15	E6FD DBFA D2FD 64FE E6FD DCFA E7FD 51FE E6FD 51FE D2FD 64FE D3FD 65FE D2FD 65FE	10100000	05	已确认 temperature candidate
heat	Learn15Code	帧1-16-23	D2FD 64FE D1FD 65FE D2FD 66FE D1FD 65FE E6FD 51FE E5FD 50FE D2FD 65FE D2FD 66FE	00000000	00	已确认 fixed byte
heat	Learn15Code	帧1-24-31	D2FD 64FE D2FD 65FE D2FD 65FE D2FD 65FE D1FD F1FA D1FD 65FE D1FD F1FA D2FD 65FE	00001010	50	已确认 frame tag
heat	Learn15Code	帧1-32-39	D2FD 65FE D0FD F0FA D2FD 66FE D1FD 6EC1 E6FD 50FE E5FD 51FE E6FD 51FE D2FD 65FE	01000000	02	已确认 fixed byte
heat	Learn15Code	帧1-40-47	E6FD 51FE E6FD 51FE D1FD 65FE D2FD 64FE D2FD 65FE D2FD 65FE D2FD 65FE D2FD 66FE	00000000	00	已确认 fixed byte
heat	Learn15Code	帧1-48-55	D2FD 64FE D1FD 64FE D2FD 66FE D1FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE D1FD 65FE	00000000	00	已确认 fixed field
heat	Learn15Code	帧1-56-63	D2FD 65FE D2FD 65FE D1FD 66FE D0FD 66FE D3FD 65FE D1FD 65FE D2FD 65FE D2FD F1FA	00000001	80	未知 variable field, meaning unresolved
heat	Learn15Code	帧1-64-67	D2FD F0FA D2FD F0FA D1FD 65FE D2FD F1FA	1101	B	tail bits
heat	Learn15Code	帧1-标记	D2FD			special marker or separator
heat	Learn15Code	帧1-帧间分隔	B982			between frames
heat	Learn15Code	帧2-头	AAE3FAF1			chunk header bytes
heat	Learn15Code	帧2-0-7	E7FD 51FE E7FD 51FE E6FD DCFA D4FD EFFA D3FD F0FA D2FD F1FA D2FD 65FE D2FD 65FE	00111100	3C	推测 mode candidate
heat	Learn15Code	帧2-8-15	D0FD F2FA E6FD 50FE D2FD F1FA D1FD 64FE D3FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE	10100000	05	已确认 temperature candidate
heat	Learn15Code	帧2-16-23	D3FD 64FE D2FD 65FE D1FD 66FE D2FD 65FE D1FD 66FE D2FD 66FE D1FD 65FE D2FD 65FE	00000000	00	已确认 fixed byte
heat	Learn15Code	帧2-24-31	D1FD 65FE D1FD 65FE D0FD 66FE D2FD 66FE D1FD F1FA D0FD F1FA D2FD F0FA D1FD 66FE	00001110	70	已确认 frame tag
heat	Learn15Code	帧2-32-39	D1FD 66FE D1FD F1FA D1FD 66FE D2FD 6BC1 D2FD 64FE D2FD 65FE E6FD 51FE E6FD 51FE	01000000	02	已确认 fixed byte
heat	Learn15Code	帧2-40-47	D2FD 64FE E6FD 50FE D2FD 64FE D2FD 65FE D3FD 64FE D1FD 64FE D2FD 65FE D2FD 64FE	00000000	00	已确认 fixed byte
heat	Learn15Code	帧2-48-55	D1FD 65FE D2FD 65FE D1FD 65FE D2FD 65FE D1FD 65FE D1FD 66FE D2FD 65FE D1FD 66FE	00000000	00	已确认 fixed field
heat	Learn15Code	帧2-56-63	D1FD F0FA D2FD F0FA D2FD 65FE D1FD 66FE D1FD 65FE D1FD 65FE D2FD 65FE D1FD 65FE	11000000	03	未知 variable field, meaning unresolved
heat	Learn15Code	帧2-64-67	D2FD 65FE D2FD F0FA D1FD F0FA D2FD F0FA	0111	E	tail bits
heat	Learn15Code	帧2-标记	D2FD			special marker or separator
heat	Learn16Code	帧1-头	9FE3FAF1			chunk header bytes
heat	Learn16Code	帧1-0-7	E7FD 51FE E7FD 50FE E6FD DCFA E6FD DCFA D3FD F0FA D3FD F0FA E6FD 51FE E6FD 51FE	00111100	3C	推测 mode candidate
heat	Learn16Code	帧1-8-15	D2FD 65FE D2FD 65FE D2FD F0FA D2FD 65FE D3FD 64FE D1FD 66FE D2FD 65FE D2FD 65FE	00100000	04	已确认 temperature candidate
heat	Learn16Code	帧1-16-23	D1FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE D1FD 66FE D1FD 65FE D2FD 66FE D2FD 65FE	00000000	00	已确认 fixed byte
heat	Learn16Code	帧1-24-31	D2FD 66FE D1FD 65FE D3FD 65FE D1FD 65FE D2FD F1FA D1FD 66FE D1FD F1FA D2FD 65FE	00001010	50	已确认 frame tag
heat	Learn16Code	帧1-32-39	D1FD 65FE D1FD F0FA D3FD 65FE D1FD 70C1 D1FD 64FE D3FD 65FE D2FD 65FE D2FD 65FE	01000000	02	已确认 fixed byte
heat	Learn16Code	帧1-40-47	D2FD 65FE D2FD 65FE D2FD 65FE D3FD 65FE D2FD 65FE D1FD 65FE D2FD 65FE D2FD 65FE	00000000	00	已确认 fixed byte
heat	Learn16Code	帧1-48-55	D2FD 66FE D2FD 65FE D2FD 65FE D2FD 66FE D1FD 65FE D1FD 66FE D1FD 65FE D1FD 65FE	00000000	00	已确认 fixed field
heat	Learn16Code	帧1-56-63	D2FD 66FE D2FD 65FE D2FD 66FE D2FD 65FE D2FD 65FE D2FD 65FE D2FD 66FE D1FD EFFA	00000001	80	未知 variable field, meaning unresolved
heat	Learn16Code	帧1-64-67	D1FD 66FE D3FD F0FA D3FD 64FE D2FD F1FA	0101	A	tail bits
heat	Learn16Code	帧1-标记	D2FD			special marker or separator
heat	Learn16Code	帧1-帧间分隔	BC82			between frames
heat	Learn16Code	帧2-头	AAE3FBF1			chunk header bytes
heat	Learn16Code	帧2-0-7	D3FD 65FE D2FD 65FE D2FD EFFA D2FD F0FA D2FD EFFA D3FD EFFA D3FD 65FE D2FD 65FE	00111100	3C	推测 mode candidate
heat	Learn16Code	帧2-8-15	D2FD 65FE D2FD 66FE D2FD EFFA D2FD 65FE D2FD 65FE D2FD 66FE D2FD 64FE D2FD 66FE	00100000	04	已确认 temperature candidate
heat	Learn16Code	帧2-16-23	D2FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE D1FD 66FE D2FD 65FE D1FD 65FE D2FD 65FE	00000000	00	已确认 fixed byte
heat	Learn16Code	帧2-24-31	D2FD 66FE D1FD 65FE D2FD 65FE D2FD 66FE D1FD F1FA D2FD F1FA D2FD F1FA D2FD 65FE	00001110	70	已确认 frame tag
heat	Learn16Code	帧2-32-39	D2FD 66FE D1FD F0FA D2FD 65FE D3FD 71C1 D3FD 64FE D2FD 64FE D2FD 65FE D2FD 66FE	01000000	02	已确认 fixed byte
heat	Learn16Code	帧2-40-47	D2FD 65FE D2FD 65FE D3FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE	00000000	00	已确认 fixed byte
heat	Learn16Code	帧2-48-55	D1FD 66FE D1FD 66FE D1FD 65FE D2FD 65FE D2FD 66FE D1FD 64FE D2FD 65FE D1FD 66FE	00000000	00	已确认 fixed field
heat	Learn16Code	帧2-56-63	D2FD F1FA D1FD F1FA D2FD 65FE D2FD 65FE D2FD 65FE D1FD 66FE D2FD 65FE D2FD 64FE	11000000	03	未知 variable field, meaning unresolved
heat	Learn16Code	帧2-64-67	D3FD F0FA D2FD 65FE D3FD F0FA D1FD F0FA	1011	D	tail bits
heat	Learn16Code	帧2-标记	D3FD			special marker or separator
heat	Learn24Code	帧1-头	A2E30AF2			chunk header bytes
heat	Learn24Code	帧1-0-7	D2FD 65FE D2FD 64FE D2FD EFFA D2FD EEFA D2FD EEFA D3FD EDFA D2FD 63FE D4FD 50FE	00111100	3C	推测 mode candidate
heat	Learn24Code	帧1-8-15	E5FD 62FE D3FD 64FE D3FD EEFA D3FD 50FE E5FD 51FE E5FD 50FE E6FD 50FE E6FD 51FE	00100000	04	已确认 temperature candidate
heat	Learn24Code	帧1-16-23	E5FD 50FE E6FD 51FE E6FD 51FE E6FD 50FE E6FD 50FE E6FD 51FE E5FD 50FE D3FD 63FE	00000000	00	已确认 fixed byte
heat	Learn24Code	帧1-24-31	E6FD 51FE D2FD 64FE E5FD 50FE D2FD 64FE E5FD DBFA E6FD 50FE D1FD EFFA D1FD 65FE	00001010	50	已确认 frame tag
heat	Learn24Code	帧1-32-39	D1FD 64FE D2FD F0FA D1FD 65FE D1FD 72C1 D4FD 51FE E5FD 51FE E6FD 50FE E6FD 51FE	01000000	02	已确认 fixed byte
heat	Learn24Code	帧1-40-47	E5FD 50FE E5FD 51FE E6FD 51FE E5FD 51FE E6FD 50FE E5FD 50FE E6FD 51FE D1FD 65FE	00000000	00	已确认 fixed byte
heat	Learn24Code	帧1-48-55	D1FD 64FE E6FD 51FE D2FD 64FE E5FD 50FE D1FD 65FE D2FD 65FE D1FD 65FE D2FD 65FE	00000000	00	已确认 fixed field
heat	Learn24Code	帧1-56-63	D2FD 64FE D1FD 65FE D1FD 64FE D1FD 64FE D1FD 64FE D1FD 64FE D2FD 64FE D2FD EFFA	00000001	80	未知 variable field, meaning unresolved
heat	Learn24Code	帧1-64-67	D2FD 65FE D1FD EFFA D2FD 64FE D2FD EFFA	0101	A	tail bits
heat	Learn24Code	帧1-标记	D1FD			special marker or separator
heat	Learn24Code	帧1-帧间分隔	A182			between frames
heat	Learn24Code	帧2-头	A2E30AF2			chunk header bytes
heat	Learn24Code	帧2-0-7	D3FD 63FE D3FD 64FE D3FD EDFA D3FD EEFA D3FD EEFA D3FD EEFA D3FD 64FE D3FD 51FE	00111100	3C	推测 mode candidate
heat	Learn24Code	帧2-8-15	E5FD 50FE E6FD 50FE E6FD DBFA E6FD 51FE E5FD 50FE E5FD 51FE E5FD 51FE E6FD 51FE	00100000	04	已确认 temperature candidate
heat	Learn24Code	帧2-16-23	E5FD 4FFE E5FD 51FE E6FD 51FE E5FD 50FE E6FD 51FE D3FD 64FE D1FD 64FE E6FD 51FE	00000000	00	已确认 fixed byte
heat	Learn24Code	帧2-24-31	D1FD 64FE D1FD 64FE D1FD 65FE D2FD 64FE D2FD EFFA D2FD EFFA E6FD DBFA D2FD 64FE	00001110	70	已确认 frame tag
heat	Learn24Code	帧2-32-39	D2FD 66FE D1FD EFFA D1FD 65FE D2FD 61C1 E6FD 63FE D3FD 51FE E6FD 50FE E5FD 50FE	01000000	02	已确认 fixed byte
heat	Learn24Code	帧2-40-47	E6FD 50FE E5FD 50FE E6FD 50FE E6FD 51FE E5FD 50FE D2FD 65FE E5FD 51FE E6FD 50FE	00000000	00	已确认 fixed byte
heat	Learn24Code	帧2-48-55	D3FD 64FE D2FD 65FE E6FD 50FE D2FD 65FE E5FD 51FE D2FD 64FE D1FD 64FE D2FD 65FE	00000000	00	已确认 fixed field
heat	Learn24Code	帧2-56-63	D2FD EFFA E6FD DAFA D2FD 64FE D1FD 64FE D1FD 65FE D2FD 65FE D2FD 64FE D0FD 65FE	11000000	03	未知 variable field, meaning unresolved
heat	Learn24Code	帧2-64-67	E6FD DBFA D1FD 66FE D1FD EFFA D1FD EFFA	1011	D	tail bits
heat	Learn24Code	帧2-标记	D1FD			special marker or separator
heat	Learn26Code	帧1-头	8FE30DF2			chunk header bytes
heat	Learn26Code	帧1-0-7	D2FD 64FE D3FD 65FE D3FD EFFA D3FD EEFA D2FD EFFA D3FD EEFA D3FD 63FE D2FD 64FE	00111100	3C	推测 mode candidate
heat	Learn26Code	帧1-8-15	D3FD 63FE D3FD 63FE D3FD EEFA D3FD 64FE D2FD 62FE D4FD 63FE D3FD 62FE D4FD 51FE	00100000	04	已确认 temperature candidate
heat	Learn26Code	帧1-16-23	E6FD 51FE E6FD 50FE E6FD 51FE E6FD 50FE E6FD 50FE E6FD 51FE E6FD 50FE E5FD 51FE	00000000	00	已确认 fixed byte
heat	Learn26Code	帧1-24-31	E6FD 51FE E6FD 51FE E5FD 50FE E6FD 52FE E5FD DBFA D3FD 64FE E5FD DBFA E7FD 50FE	00001010	50	已确认 frame tag
heat	Learn26Code	帧1-32-39	D2FD 64FE D2FD EFFA E5FD 51FE D2FD 79C1 D4FD 63FE D4FD 51FE D2FD 65FE E5FD 51FE	01000000	02	已确认 fixed byte
heat	Learn26Code	帧1-40-47	E6FD 51FE E6FD 51FE E5FD 50FE E6FD 51FE E5FD 51FE E5FD 50FE E5FD 50FE E6FD 51FE	00000000	00	已确认 fixed byte
heat	Learn26Code	帧1-48-55	E5FD 50FE D3FD 64FE E6FD 51FE E5FD 50FE D3FD 64FE D1FD 65FE D2FD 65FE D2FD 64FE	00000000	00	已确认 fixed field
heat	Learn26Code	帧1-56-63	D2FD 65FE E5FD 51FE D2FD 64FE D3FD 64FE D2FD 65FE D2FD 65FE D3FD 64FE D2FD F1FA	00000001	80	未知 variable field, meaning unresolved
heat	Learn26Code	帧1-64-67	D2FD 65FE D2FD F0FA D2FD 64FE D2FD F0FA	0101	A	tail bits
heat	Learn26Code	帧1-标记	D1FD			special marker or separator
heat	Learn26Code	帧1-帧间分隔	B082			between frames
heat	Learn26Code	帧2-头	A7E30CF2			chunk header bytes
heat	Learn26Code	帧2-0-7	D3FD 63FE D3FD 63FE D4FD EFFA D2FD EEFA D3FD EEFA D3FD EEFA D4FD 51FE E5FD 51FE	00111100	3C	推测 mode candidate
heat	Learn26Code	帧2-8-15	E6FD 50FE E7FD 51FE E6FD DCFA E6FD 51FE D2FD 64FE E6FD 51FE E6FD 51FE E6FD 51FE	00100000	04	已确认 temperature candidate
heat	Learn26Code	帧2-16-23	D2FD 64FE E6FD 51FE E5FD 50FE D2FD 65FE E6FD 51FE E5FD 51FE E6FD 51FE E6FD 50FE	00000000	00	已确认 fixed byte
heat	Learn26Code	帧2-24-31	D2FD 65FE E6FD 51FE D2FD 64FE D2FD 65FE D2FD F0FA D1FD F0FA D1FD F0FA D1FD 64FE	00001110	70	已确认 frame tag
heat	Learn26Code	帧2-32-39	D2FD 65FE D1FD F0FA D2FD 65FE D2FD 7DC1 D4FD 51FE E6FD 50FE E6FD 51FE E6FD 50FE	01000000	02	已确认 fixed byte
heat	Learn26Code	帧2-40-47	E6FD 51FE D3FD 65FE E6FD 51FE E5FD 51FE D2FD 65FE D2FD 64FE D3FD 64FE E6FD 50FE	00000000	00	已确认 fixed byte
heat	Learn26Code	帧2-48-55	D2FD 64FE E6FD 51FE E6FD 50FE D3FD 65FE D2FD 65FE D2FD 64FE E6FD 51FE E6FD 51FE	00000000	00	已确认 fixed field
heat	Learn26Code	帧2-56-63	D2FD EEFA D1FD F1FA D1FD 64FE D2FD 65FE D2FD 65FE D1FD 64FE D2FD 66FE D1FD 64FE	11000000	03	未知 variable field, meaning unresolved
heat	Learn26Code	帧2-64-67	D2FD F0FA D2FD 64FE D1FD F0FA D1FD F0FA	1011	D	tail bits
heat	Learn26Code	帧2-标记	D2FD			special marker or separator
power_cycle	Learn1Code	帧1-头	93E30DF2			chunk header bytes
power_cycle	Learn1Code	帧1-0-7	D3FD EFFA D2FD 64FE D3FD 64FE D3FD F0FA D2FD 64FE D4FD 64FE D3FD 51FE E6FD 63FE	10010000	09	推测 mode candidate
power_cycle	Learn1Code	帧1-8-15	D4FD 63FE D4FD 50FE E6FD 50FE E6FD DBFA E6FD 51FE E6FD 50FE E5FD 51FE E6FD 51FE	00010000	08	已确认 temperature candidate
power_cycle	Learn1Code	帧1-16-23	E6FD 50FE E5FD 51FE E6FD 51FE E6FD 50FE E6FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE	00000000	00	已确认 fixed byte
power_cycle	Learn1Code	帧1-24-31	E6FD 51FE E5FD 51FE D2FD 64FE E6FD 51FE D2FD F0FA E6FD 51FE D2FD F0FA D3FD 65FE	00001010	50	已确认 frame tag
power_cycle	Learn1Code	帧1-32-39	D1FD 65FE D2FD F0FA D2FD 65FE D2FD 6CC1 E6FD 51FE E6FD 51FE E6FD 51FE E5FD 51FE	01000000	02	已确认 fixed byte
power_cycle	Learn1Code	帧1-40-47	E7FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE D2FD 65FE E6FD 51FE	00000000	00	已确认 fixed byte
power_cycle	Learn1Code	帧1-48-55	E6FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE D2FD 66FE E6FD 51FE	00000000	00	已确认 fixed field
power_cycle	Learn1Code	帧1-56-63	D2FD 65FE D2FD 64FE D2FD 65FE D1FD 66FE D2FD 66FE D2FD 65FE D2FD 65FE D2FD 66FE	00000000	00	未知 variable field, meaning unresolved
power_cycle	Learn1Code	帧1-64-67	D1FD F0FA D2FD F1FA D2FD 65FE D2FD F1FA	1101	B	tail bits
power_cycle	Learn1Code	帧1-标记	D2FD			special marker or separator
power_cycle	Learn1Code	帧1-帧间分隔	BF82			between frames
power_cycle	Learn1Code	帧2-头	A8E30CF2			chunk header bytes
power_cycle	Learn1Code	帧2-0-7	D3FD F0FA D2FD 64FE D3FD 63FE D3FD EEFA D3FD 64FE D3FD 65FE D2FD 63FE D4FD 63FE	10010000	09	推测 mode candidate
power_cycle	Learn1Code	帧2-8-15	D4FD 63FE D4FD 51FE E6FD 51FE E6FD DCFA E6FD 52FE E5FD 50FE E5FD 51FE E6FD 51FE	00010000	08	已确认 temperature candidate
power_cycle	Learn1Code	帧2-16-23	D2FD 64FE E6FD 51FE E5FD 50FE E5FD 52FE E5FD 50FE E6FD 51FE D2FD 65FE E5FD 51FE	00000000	00	已确认 fixed byte
power_cycle	Learn1Code	帧2-24-31	D2FD 65FE E6FD 51FE D2FD 65FE D2FD 65FE D2FD F0FA D3FD F0FA D2FD F1FA E6FD 51FE	00001110	70	已确认 frame tag
power_cycle	Learn1Code	帧2-32-39	E7FD 51FE D2FD F0FA D2FD 66FE D1FD 82C1 D3FD 51FE E6FD 52FE E5FD 50FE E5FD 50FE	01000000	02	已确认 fixed byte
power_cycle	Learn1Code	帧2-40-47	E6FD 51FE E6FD 51FE E7FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE E5FD 50FE	00000000	00	已确认 fixed byte
power_cycle	Learn1Code	帧2-48-55	E5FD 50FE D2FD 63FE E6FD 51FE D3FD 64FE E6FD 52FE D2FD 64FE E5FD 51FE D2FD 65FE	00000000	00	已确认 fixed field
power_cycle	Learn1Code	帧2-56-63	D2FD 64FE D1FD 65FE D3FD 65FE D1FD 66FE D1FD 65FE D2FD 66FE D1FD 65FE D2FD 66FE	00000000	00	未知 variable field, meaning unresolved
power_cycle	Learn1Code	帧2-64-67	D2FD F0FA D1FD F1FA D1FD 66FE D1FD F1FA	1101	B	tail bits
power_cycle	Learn1Code	帧2-标记	D1FD			special marker or separator
power_cycle	Learn2Code	帧1-头	A8E3FBF1			chunk header bytes
power_cycle	Learn2Code	帧1-0-7	E7FD 51FE E5FD 51FE E6FD DDFA E6FD DCFA E6FD DDFA E6FD DCFA E5FD 52FE E6FD 50FE	00111100	3C	推测 mode candidate
power_cycle	Learn2Code	帧1-8-15	D2FD F0FA D2FD F1FA E6FD 51FE E7FD 51FE D2FD 65FE D2FD 65FE D3FD 65FE D2FD 64FE	11000000	03	已确认 temperature candidate
power_cycle	Learn2Code	帧1-16-23	D3FD 65FE D2FD 65FE D1FD 65FE D1FD 66FE D2FD 66FE D3FD 64FE D2FD 66FE D1FD 66FE	00000000	00	已确认 fixed byte
power_cycle	Learn2Code	帧1-24-31	D1FD 65FE D2FD 66FE D2FD 66FE D2FD 65FE D2FD F1FA D1FD 65FE D2FD F1FA D1FD 65FE	00001010	50	已确认 frame tag
power_cycle	Learn2Code	帧1-32-39	D1FD 66FE D1FD F0FA D1FD 66FE D2FD 75C1 D2FD 65FE D2FD 66FE D2FD 65FE D2FD 65FE	01000000	02	已确认 fixed byte
power_cycle	Learn2Code	帧1-40-47	E6FD 51FE D2FD 66FE D2FD 65FE D3FD 64FE D2FD 66FE D1FD 65FE D3FD 64FE D2FD 66FE	00000000	00	已确认 fixed byte
power_cycle	Learn2Code	帧1-48-55	D1FD 66FE D2FD 66FE D1FD 66FE D2FD 65FE D1FD 66FE D2FD 65FE D2FD 66FE D2FD 65FE	00000000	00	已确认 fixed field
power_cycle	Learn2Code	帧1-56-63	D2FD 66FE D2FD 65FE D1FD 66FE D2FD 66FE D1FD 66FE D2FD 65FE D2FD 65FE D2FD F1FA	00000001	80	未知 variable field, meaning unresolved
power_cycle	Learn2Code	帧1-64-67	D2FD F1FA D2FD 65FE D1FD 66FE D2FD F2FA	1001	9	tail bits
power_cycle	Learn2Code	帧1-标记	D1FD			special marker or separator
power_cycle	Learn2Code	帧1-帧间分隔	CA82			between frames
power_cycle	Learn2Code	帧2-头	ABE3FCF1			chunk header bytes
power_cycle	Learn2Code	帧2-0-7	E7FD 51FE E6FD 51FE E7FD DDFA E6FD DCFA E6FD DCFA E7FD DCFA E7FD 52FE E5FD 51FE	00111100	3C	推测 mode candidate
power_cycle	Learn2Code	帧2-8-15	E6FD DDFA E6FD DDFA D2FD 65FE D3FD 64FE E6FD 52FE D2FD 65FE D1FD 65FE D2FD 64FE	11000000	03	已确认 temperature candidate
power_cycle	Learn2Code	帧2-16-23	D2FD 65FE D2FD 66FE D2FD 65FE D2FD 65FE D2FD 65FE D2FD 66FE D1FD 65FE D2FD 65FE	00000000	00	已确认 fixed byte
power_cycle	Learn2Code	帧2-24-31	D2FD 66FE D1FD 66FE D3FD 65FE D1FD 66FE D1FD F0FA D1FD F1FA D2FD F1FA D1FD 65FE	00001110	70	已确认 frame tag
