样本	Learn	段名	原始脉冲	二进制	十六进制	位说明/字段说明
cool	Learn1Code	帧1-头	93E30DF2			chunk header bytes
cool	Learn1Code	帧1-0-7	D3FD EFFA D2FD 64FE D3FD 64FE D3FD F0FA D2FD 64FE D4FD 64FE D3FD 51FE E6FD 63FE	10010000	09	推测 mode candidate
cool	Learn1Code	帧1-8-15	D4FD 63FE D4FD 50FE E6FD 50FE E6FD DBFA E6FD 51FE E6FD 50FE E5FD 51FE E6FD 51FE	00010000	08	已确认 temperature candidate
cool	Learn1Code	帧1-16-23	E6FD 50FE E5FD 51FE E6FD 51FE E6FD 50FE E6FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE	00000000	00	已确认 fixed byte
cool	Learn1Code	帧1-24-31	E6FD 51FE E5FD 51FE D2FD 64FE E6FD 51FE D2FD F0FA E6FD 51FE D2FD F0FA D3FD 65FE	00001010	50	已确认 frame tag
cool	Learn1Code	帧1-32-39	D1FD 65FE D2FD F0FA D2FD 65FE D2FD 6CC1 E6FD 51FE E6FD 51FE E6FD 51FE E5FD 51FE	01000000	02	已确认 fixed byte
cool	Learn1Code	帧1-40-47	E7FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE D2FD 65FE E6FD 51FE	00000000	00	已确认 fixed byte
cool	Learn1Code	帧1-48-55	E6FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE D2FD 66FE E6FD 51FE	00000000	00	已确认 fixed field
cool	Learn1Code	帧1-56-63	D2FD 65FE D2FD 64FE D2FD 65FE D1FD 66FE D2FD 66FE D2FD 65FE D2FD 65FE D2FD 66FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn1Code	帧1-64-67	D1FD F0FA D2FD F1FA D2FD 65FE D2FD F1FA	1101	B	tail bits
cool	Learn1Code	帧1-标记	D2FD			special marker or separator
cool	Learn1Code	帧1-帧间分隔	BF82			between frames
cool	Learn1Code	帧2-头	A8E30CF2			chunk header bytes
cool	Learn1Code	帧2-0-7	D3FD F0FA D2FD 64FE D3FD 63FE D3FD EEFA D3FD 64FE D3FD 65FE D2FD 63FE D4FD 63FE	10010000	09	推测 mode candidate
cool	Learn1Code	帧2-8-15	D4FD 63FE D4FD 51FE E6FD 51FE E6FD DCFA E6FD 52FE E5FD 50FE E5FD 51FE E6FD 51FE	00010000	08	已确认 temperature candidate
cool	Learn1Code	帧2-16-23	D2FD 64FE E6FD 51FE E5FD 50FE E5FD 52FE E5FD 50FE E6FD 51FE D2FD 65FE E5FD 51FE	00000000	00	已确认 fixed byte
cool	Learn1Code	帧2-24-31	D2FD 65FE E6FD 51FE D2FD 65FE D2FD 65FE D2FD F0FA D3FD F0FA D2FD F1FA E6FD 51FE	00001110	70	已确认 frame tag
cool	Learn1Code	帧2-32-39	E7FD 51FE D2FD F0FA D2FD 66FE D1FD 82C1 D3FD 51FE E6FD 52FE E5FD 50FE E5FD 50FE	01000000	02	已确认 fixed byte
cool	Learn1Code	帧2-40-47	E6FD 51FE E6FD 51FE E7FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE E6FD 51FE E5FD 50FE	00000000	00	已确认 fixed byte
cool	Learn1Code	帧2-48-55	E5FD 50FE D2FD 63FE E6FD 51FE D3FD 64FE E6FD 52FE D2FD 64FE E5FD 51FE D2FD 65FE	00000000	00	已确认 fixed field
cool	Learn1Code	帧2-56-63	D2FD 64FE D1FD 65FE D3FD 65FE D1FD 66FE D1FD 65FE D2FD 66FE D1FD 65FE D2FD 66FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn1Code	帧2-64-67	D2FD F0FA D1FD F1FA D1FD 66FE D1FD F1FA	1101	B	tail bits
cool	Learn1Code	帧2-标记	D1FD			special marker or separator
cool	Learn4Code	帧1-头	A9E3FAF1			chunk header bytes
cool	Learn4Code	帧1-0-7	E7FD DCFA E7FD 50FE E6FD 51FE E6FD DDFA E6FD 50FE E6FD 51FE E6FD 50FE E6FD 51FE	10010000	09	推测 mode candidate
cool	Learn4Code	帧1-8-15	D2FD 65FE E6FD DBFA D3FD F1FA D1FD 65FE D2FD 64FE E6FD 51FE E6FD 51FE D2FD 65FE	01100000	06	已确认 temperature candidate
cool	Learn4Code	帧1-16-23	D2FD 64FE D1FD 65FE D3FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE D1FD 65FE D2FD 65FE	00000000	00	已确认 fixed byte
cool	Learn4Code	帧1-24-31	D2FD 64FE D2FD 66FE D1FD 66FE D1FD 66FE D1FD F0FA D2FD 65FE D2FD F0FA D2FD 65FE	00001010	50	已确认 frame tag
cool	Learn4Code	帧1-32-39	D1FD 66FE D2FD F1FA D2FD 66FE D1FD 6FC1 D3FD 64FE E7FD 51FE E5FD 50FE E7FD 51FE	01000000	02	已确认 fixed byte
cool	Learn4Code	帧1-40-47	D2FD 64FE D3FD 65FE D2FD 65FE D2FD 66FE D2FD 65FE D2FD 65FE D2FD 64FE D2FD 64FE	00000000	00	已确认 fixed byte
cool	Learn4Code	帧1-48-55	D1FD 66FE D1FD 64FE D1FD 66FE D2FD 65FE D2FD 66FE D2FD 64FE D3FD 65FE D1FD 64FE	00000000	00	已确认 fixed field
cool	Learn4Code	帧1-56-63	D1FD 66FE D2FD 65FE D1FD 66FE D2FD 66FE D1FD 65FE D2FD 65FE D2FD 66FE D1FD 64FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn4Code	帧1-64-67	D2FD F1FA D2FD 65FE D2FD 66FE D2FD F1FA	1001	9	tail bits
cool	Learn4Code	帧1-标记	D1FD			special marker or separator
cool	Learn4Code	帧1-帧间分隔	BE82			between frames
cool	Learn4Code	帧2-头	A9E3FAF1			chunk header bytes
cool	Learn4Code	帧2-0-7	E7FD DCFA E6FD 51FE E6FD 50FE D3FD F0FA E7FD 52FE E6FD 50FE D3FD 65FE E6FD 51FE	10010000	09	推测 mode candidate
cool	Learn4Code	帧2-8-15	D2FD 64FE D2FD F0FA D3FD F0FA D3FD 64FE D2FD 65FE D2FD 65FE D1FD 64FE E6FD 52FE	01100000	06	已确认 temperature candidate
cool	Learn4Code	帧2-16-23	D2FD 64FE D2FD 65FE D2FD 65FE D2FD 66FE D2FD 64FE D2FD 65FE D3FD 65FE D2FD 65FE	00000000	00	已确认 fixed byte
cool	Learn4Code	帧2-24-31	D2FD 65FE D2FD 66FE D2FD 65FE D2FD 67FE D1FD F2FA D1FD F1FA D2FD F1FA D1FD 66FE	00001110	70	已确认 frame tag
cool	Learn4Code	帧2-32-39	D2FD 66FE D2FD F1FA D2FD 65FE D2FD 72C1 E6FD 50FE E6FD 51FE D3FD 64FE E6FD 51FE	01000000	02	已确认 fixed byte
cool	Learn4Code	帧2-40-47	D2FD 64FE D2FD 66FE D1FD 65FE D2FD 65FE D3FD 63FE E6FD 51FE D2FD 65FE D2FD 65FE	00000000	00	已确认 fixed byte
cool	Learn4Code	帧2-48-55	D1FD 66FE D2FD 65FE D3FD 65FE D1FD 65FE D2FD 65FE D1FD 64FE D2FD 65FE D1FD 66FE	00000000	00	已确认 fixed field
cool	Learn4Code	帧2-56-63	D2FD 66FE D1FD 66FE D2FD 66FE D1FD 66FE D2FD 65FE D2FD 65FE D2FD 64FE D2FD 66FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn4Code	帧2-64-67	D1FD F1FA D3FD 66FE D2FD 64FE D2FD F0FA	1001	9	tail bits
cool	Learn4Code	帧2-标记	D3FD			special marker or separator
cool	Learn5Code	帧1-头	A6E30BF2			chunk header bytes
cool	Learn5Code	帧1-0-7	D3FD EFFA D2FD 63FE D2FD 65FE D2FD EFFA D3FD 64FE D3FD 63FE D1FD 65FE D3FD 64FE	10010000	09	推测 mode candidate
cool	Learn5Code	帧1-8-15	D3FD EEFA D4FD EEFA D3FD EEFA D3FD 50FE E6FD 63FE D3FD 51FE E5FD 63FE D4FD 51FE	11100000	07	已确认 temperature candidate
cool	Learn5Code	帧1-16-23	E6FD 51FE E6FD 50FE E6FD 51FE E6FD 51FE E5FD 51FE E5FD 51FE D3FD 64FE D2FD 64FE	00000000	00	已确认 fixed byte
cool	Learn5Code	帧1-24-31	E7FD 51FE E5FD 50FE E6FD 52FE D2FD 65FE CEFD F3FA D2FD 64FE E5FD DCFA D1FD 65FE	00001010	50	已确认 frame tag
cool	Learn5Code	帧1-32-39	D2FD 65FE D1FD F0FA D3FD 63FE D3FD 76C1 D4FD 51FE E6FD 50FE E6FD 51FE E6FD 51FE	01000000	02	已确认 fixed byte
cool	Learn5Code	帧1-40-47	E5FD 51FE E5FD 51FE E6FD 51FE E5FD 51FE E6FD 51FE E6FD 51FE E6FD 50FE E6FD 51FE	00000000	00	已确认 fixed byte
cool	Learn5Code	帧1-48-55	E6FD 50FE E5FD 51FE E6FD 50FE E5FD 51FE D2FD 65FE D2FD 65FE D1FD 64FE D1FD 64FE	00000000	00	已确认 fixed field
cool	Learn5Code	帧1-56-63	D3FD 64FE D2FD 64FE D2FD 64FE D2FD 65FE D1FD 64FE D2FD 66FE D2FD 64FE D1FD 65FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn5Code	帧1-64-67	D2FD 64FE D2FD EFFA D2FD 65FE D1FD F0FA	0101	A	tail bits
cool	Learn5Code	帧1-标记	D1FD			special marker or separator
cool	Learn5Code	帧1-帧间分隔	AC82			between frames
cool	Learn5Code	帧2-头	A5E30BF2			chunk header bytes
cool	Learn5Code	帧2-0-7	D3FD F0FA D3FD 64FE D3FD 63FE D3FD EFFA D3FD 63FE D4FD 63FE D4FD 64FE D3FD 62FE	10010000	09	推测 mode candidate
cool	Learn5Code	帧2-8-15	D4FD EEFA D3FD EEFA D4FD DCFA E6FD 51FE E6FD 51FE E5FD 51FE E6FD 51FE E5FD 50FE	11100000	07	已确认 temperature candidate
cool	Learn5Code	帧2-16-23	E5FD 52FE E5FD 51FE D3FD 65FE E5FD 51FE E5FD 51FE E5FD 50FE E5FD 51FE D2FD 64FE	00000000	00	已确认 fixed byte
cool	Learn5Code	帧2-24-31	E6FD 51FE D2FD 64FE E6FD 51FE D3FD 64FE D1FD F0FA E6FD DBFA E6FD DCFA D2FD 65FE	00001110	70	已确认 frame tag
cool	Learn5Code	帧2-32-39	D2FD 65FE D1FD F0FA D2FD 65FE D1FD 77C1 D3FD 50FE E5FD 50FE E6FD 51FE E6FD 51FE	01000000	02	已确认 fixed byte
cool	Learn5Code	帧2-40-47	E5FD 52FE D1FD 63FE E6FD 51FE E6FD 50FE E6FD 51FE D2FD 64FE E6FD 51FE E6FD 51FE	00000000	00	已确认 fixed byte
cool	Learn5Code	帧2-48-55	E6FD 51FE D1FD 64FE E6FD 50FE E6FD 51FE D2FD 64FE D2FD 64FE D2FD 64FE D2FD 65FE	00000000	00	已确认 fixed field
cool	Learn5Code	帧2-56-63	D2FD 64FE E5FD 51FE D1FD 65FE E6FD 51FE E5FD 50FE D2FD 66FE D0FD 63FE D3FD 65FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn5Code	帧2-64-67	D2FD 65FE D1FD F0FA D2FD 65FE D1FD F0FA	0101	A	tail bits
cool	Learn5Code	帧2-标记	D1FD			special marker or separator
cool	Learn17Code	帧1-头	A7E3FAF1			chunk header bytes
cool	Learn17Code	帧1-0-7	E6FD DCFA E6FD 51FE E6FD 51FE E6FD DCFA D2FD 64FE E6FD 51FE E6FD 50FE E6FD 50FE	10010000	09	推测 mode candidate
cool	Learn17Code	帧1-8-15	E7FD 50FE E6FD 51FE E6FD 50FE E7FD DCFA E6FD 51FE E6FD 51FE D2FD 65FE E6FD 50FE	00010000	08	已确认 temperature candidate
cool	Learn17Code	帧1-16-23	E6FD 50FE D3FD 65FE D2FD 64FE D3FD 64FE D2FD 65FE D2FD 65FE D2FD 66FE D2FD 64FE	00000000	00	已确认 fixed byte
cool	Learn17Code	帧1-24-31	D2FD 65FE D2FD 65FE D2FD 64FE D3FD 65FE D2FD F0FA D2FD 65FE D2FD F1FA D2FD 65FE	00001010	50	已确认 frame tag
cool	Learn17Code	帧1-32-39	D3FD 65FE D2FD F0FA D2FD 64FE D2FD 71C1 E7FD 51FE E7FD 51FE D2FD 65FE D3FD 64FE	01000000	02	已确认 fixed byte
cool	Learn17Code	帧1-40-47	D2FD 64FE D3FD 65FE D2FD 65FE D2FD 65FE D2FD 64FE D2FD 65FE D2FD 64FE D2FD 65FE	00000000	00	已确认 fixed byte
cool	Learn17Code	帧1-48-55	D3FD 64FE D1FD 65FE D3FD 65FE D2FD 65FE D2FD 65FE D1FD 65FE D2FD 65FE D2FD 66FE	00000000	00	已确认 fixed field
cool	Learn17Code	帧1-56-63	D1FD 66FE D2FD 65FE D2FD 66FE D2FD 66FE D1FD 65FE D1FD 65FE D2FD 66FE D1FD 66FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn17Code	帧1-64-67	D2FD F0FA D1FD F2FA D2FD 65FE D2FD F1FA	1101	B	tail bits
cool	Learn17Code	帧1-标记	D3FD			special marker or separator
cool	Learn17Code	帧1-帧间分隔	C082			between frames
cool	Learn17Code	帧2-头	A9E3FBF1			chunk header bytes
cool	Learn17Code	帧2-0-7	E7FD DCFA E6FD 51FE E6FD 50FE E6FD DCFA E6FD 51FE D3FD 64FE E7FD 50FE E7FD 51FE	10010000	09	推测 mode candidate
cool	Learn17Code	帧2-8-15	E6FD 51FE D2FD 64FE E7FD 51FE D2FD F0FA D2FD 65FE D2FD 64FE D3FD 65FE D2FD 64FE	00010000	08	已确认 temperature candidate
cool	Learn17Code	帧2-16-23	E7FD 50FE D2FD 65FE D1FD 65FE D2FD 65FE D2FD 66FE D1FD 64FE D2FD 65FE D2FD 65FE	00000000	00	已确认 fixed byte
cool	Learn17Code	帧2-24-31	D2FD 65FE D2FD 65FE D2FD 66FE D2FD 65FE D2FD F1FA D1FD F1FA D1FD F1FA D2FD 65FE	00001110	70	已确认 frame tag
cool	Learn17Code	帧2-32-39	D3FD 65FE D2FD F1FA D1FD 65FE D2FD 6FC1 D2FD 64FE E7FD 52FE D3FD 64FE E6FD 51FE	01000000	02	已确认 fixed byte
cool	Learn17Code	帧2-40-47	E7FD 51FE D1FD 65FE D2FD 66FE D2FD 65FE D2FD 65FE D3FD 64FE D2FD 65FE D1FD 65FE	00000000	00	已确认 fixed byte
cool	Learn17Code	帧2-48-55	D2FD 65FE D2FD 66FE D2FD 65FE D2FD 66FE D2FD 65FE D2FD 65FE D1FD 65FE D2FD 65FE	00000000	00	已确认 fixed field
cool	Learn17Code	帧2-56-63	D2FD 65FE D2FD 65FE D2FD 66FE D2FD 65FE D1FD 66FE D1FD 66FE D1FD 65FE D1FD 66FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn17Code	帧2-64-67	D1FD F0FA D2FD F1FA D1FD 66FE D2FD F0FA	1101	B	tail bits
cool	Learn17Code	帧2-标记	D2FD			special marker or separator
cool	Learn18Code	帧1-头	95E3FBF1			chunk header bytes
cool	Learn18Code	帧1-0-7	E6FD EFFA D5FD 50FE E7FD 51FE E6FD DCFA E6FD 50FE E7FD 51FE E6FD 51FE E7FD 50FE	10010000	09	推测 mode candidate
cool	Learn18Code	帧1-8-15	E6FD DDFA E7FD DCFA E7FD DDFA E6FD 51FE E6FD 51FE E6FD 51FE E7FD 50FE E6FD 52FE	11100000	07	已确认 temperature candidate
cool	Learn18Code	帧1-16-23	E6FD 50FE E6FD 51FE D2FD 65FE E6FD 51FE E6FD 50FE D3FD 65FE D2FD 65FE E6FD 50FE	00000000	00	已确认 fixed byte
cool	Learn18Code	帧1-24-31	D2FD 65FE D2FD 66FE D2FD 65FE D3FD 65FE D2FD F0FA D3FD 65FE D3FD F1FA D2FD 65FE	00001010	50	已确认 frame tag
cool	Learn18Code	帧1-32-39	D3FD 65FE D2FD F1FA D1FD 65FE D3FD 85C1 D5FD 50FE E6FD 51FE E6FD 51FE E7FD 51FE	01000000	02	已确认 fixed byte
cool	Learn18Code	帧1-40-47	E6FD 51FE E6FD 50FE E6FD 51FE E6FD 51FE D2FD 64FE E7FD 51FE E6FD 51FE D3FD 65FE	00000000	00	已确认 fixed byte
cool	Learn18Code	帧1-48-55	D2FD 64FE E7FD 51FE D2FD 65FE D2FD 65FE E6FD 51FE E6FD 50FE E6FD 51FE D2FD 65FE	00000000	00	已确认 fixed field
cool	Learn18Code	帧1-56-63	D3FD 65FE D2FD 64FE D3FD 64FE E7FD 51FE D1FD 65FE D2FD 65FE D2FD 65FE E6FD 51FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn18Code	帧1-64-67	D2FD 66FE D1FD F1FA D3FD 65FE D1FD F1FA	0101	A	tail bits
cool	Learn18Code	帧1-标记	D2FD			special marker or separator
cool	Learn18Code	帧1-帧间分隔	C582			between frames
cool	Learn18Code	帧2-头	ACE30DF2			chunk header bytes
cool	Learn18Code	帧2-0-7	D3FD F1FA D3FD 64FE D4FD 51FE E6FD EFFA D4FD 64FE D4FD 51FE E6FD 62FE D5FD 51FE	10010000	09	推测 mode candidate
cool	Learn18Code	帧2-8-15	E6FD EFFA D4FD EEFA D4FD EFFA D4FD 50FE E7FD 51FE E6FD 50FE E6FD 52FE E6FD 50FE	11100000	07	已确认 temperature candidate
cool	Learn18Code	帧2-16-23	E6FD 50FE E6FD 51FE D3FD 64FE E7FD 51FE D2FD 65FE D3FD 64FE E6FD 52FE E6FD 51FE	00000000	00	已确认 fixed byte
cool	Learn18Code	帧2-24-31	E6FD 51FE D2FD 65FE E6FD 51FE D3FD 65FE E6FD DCFA D2FD F0FA D3FD F1FA D3FD 65FE	00001110	70	已确认 frame tag
cool	Learn18Code	帧2-32-39	D2FD 65FE D2FD F0FA D3FD 65FE D2FD 85C1 D4FD 51FE E7FD 50FE E6FD 51FE E6FD 51FE	01000000	02	已确认 fixed byte
cool	Learn18Code	帧2-40-47	E7FD 50FE E7FD 51FE E6FD 51FE D2FD 65FE E6FD 51FE E7FD 50FE E6FD 51FE D2FD 63FE	00000000	00	已确认 fixed byte
cool	Learn18Code	帧2-48-55	E7FD 52FE D1FD 66FE E6FD 51FE E6FD 51FE E6FD 51FE E6FD 52FE D2FD 65FE D3FD 65FE	00000000	00	已确认 fixed field
cool	Learn18Code	帧2-56-63	D3FD 64FE D2FD 65FE E6FD 51FE D2FD 65FE D2FD 65FE D1FD 65FE D2FD 66FE D2FD 64FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn18Code	帧2-64-67	D1FD 66FE D2FD F2FA D1FD 64FE D1FD F1FA	0101	A	tail bits
cool	Learn18Code	帧2-标记	D2FD			special marker or separator
cool	Learn19Code	帧1-头	A7E3FAF1			chunk header bytes
cool	Learn19Code	帧1-0-7	E7FD DCFA E7FD 51FE E6FD 51FE E6FD DBFA E6FD 51FE E6FD 50FE E6FD 51FE E6FD 50FE	10010000	09	推测 mode candidate
cool	Learn19Code	帧1-8-15	E6FD 51FE E6FD DCFA D3FD F0FA D2FD 64FE D2FD 65FE D2FD 64FE D2FD 65FE D3FD 65FE	01100000	06	已确认 temperature candidate
cool	Learn19Code	帧1-16-23	D2FD 65FE D2FD 65FE D3FD 65FE D3FD 65FE D1FD 65FE D2FD 66FE D2FD 65FE D2FD 65FE	00000000	00	已确认 fixed byte
cool	Learn19Code	帧1-24-31	D2FD 65FE D1FD 65FE D1FD 65FE D2FD 66FE D2FD F0FA D2FD 65FE D2FD F1FA D1FD 66FE	00001010	50	已确认 frame tag
cool	Learn19Code	帧1-32-39	D2FD 66FE D1FD F2FA D1FD 66FE D2FD 75C1 D3FD 66FE E7FD 50FE D2FD 65FE D3FD 64FE	01000000	02	已确认 fixed byte
cool	Learn19Code	帧1-40-47	D1FD 65FE E6FD 50FE D3FD 66FE D2FD 65FE D2FD 66FE D2FD 65FE D3FD 64FE D1FD 65FE	00000000	00	已确认 fixed byte
cool	Learn19Code	帧1-48-55	D2FD 66FE D2FD 65FE D2FD 64FE D1FD 65FE D1FD 65FE D2FD 66FE D1FD 66FE D2FD 65FE	00000000	00	已确认 fixed field
cool	Learn19Code	帧1-56-63	D2FD 66FE D2FD 65FE D1FD 66FE D2FD 65FE D1FD 66FE D2FD 65FE D2FD 66FE D1FD 65FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn19Code	帧1-64-67	D2FD F0FA D2FD 65FE D2FD 65FE D2FD F0FA	1001	9	tail bits
cool	Learn19Code	帧1-标记	D1FD			special marker or separator
cool	Learn19Code	帧1-帧间分隔	C682			between frames
cool	Learn19Code	帧2-头	ABE3FCF1			chunk header bytes
cool	Learn19Code	帧2-0-7	E6FD DCFA E7FD 50FE E6FD 51FE D2FD F0FA D3FD 64FE E6FD 51FE E6FD 51FE E6FD 51FE	10010000	09	推测 mode candidate
cool	Learn19Code	帧2-8-15	E6FD 51FE E7FD DCFA E7FD DDFA D2FD 65FE D3FD 65FE E7FD 51FE D2FD 65FE D3FD 64FE	01100000	06	已确认 temperature candidate
cool	Learn19Code	帧2-16-23	D1FD 65FE D2FD 65FE D2FD 66FE D1FD 64FE D3FD 65FE D2FD 66FE D2FD 66FE D3FD 64FE	00000000	00	已确认 fixed byte
cool	Learn19Code	帧2-24-31	D2FD 66FE D1FD 65FE D1FD 65FE D2FD 65FE D1FD F1FA D3FD F1FA D2FD F2FA D1FD 66FE	00001110	70	已确认 frame tag
cool	Learn19Code	帧2-32-39	D2FD 65FE D2FD F1FA D3FD 65FE D1FD 73C1 E7FD 51FE E6FD 51FE E6FD 51FE D2FD 64FE	01000000	02	已确认 fixed byte
cool	Learn19Code	帧2-40-47	E7FD 51FE E7FD 51FE E6FD 51FE D3FD 65FE D3FD 64FE E6FD 50FE D3FD 64FE D2FD 65FE	00000000	00	已确认 fixed byte
cool	Learn19Code	帧2-48-55	D2FD 65FE D2FD 65FE D3FD 64FE D2FD 65FE D3FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE	00000000	00	已确认 fixed field
cool	Learn19Code	帧2-56-63	D2FD 63FE D2FD 65FE D1FD 65FE D3FD 65FE D2FD 66FE D2FD 65FE D3FD 64FE D2FD 65FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn19Code	帧2-64-67	D2FD F1FA D2FD 65FE D1FD 66FE D2FD F2FA	1001	9	tail bits
cool	Learn19Code	帧2-标记	D2FD			special marker or separator
cool	Learn20Code	帧1-头	92E3FBF1			chunk header bytes
cool	Learn20Code	帧1-0-7	E7FD DCFA E7FD 51FE E6FD 50FE E6FD DCFA E6FD 51FE E7FD 50FE E6FD 51FE E6FD 51FE	10010000	09	推测 mode candidate
cool	Learn20Code	帧1-8-15	E6FD DCFA E7FD DBFA E7FD DDFA E6FD 51FE D2FD 65FE D3FD 64FE E6FD 51FE D3FD 64FE	11100000	07	已确认 temperature candidate
cool	Learn20Code	帧1-16-23	D2FD 65FE D3FD 65FE D2FD 65FE D2FD 64FE D2FD 65FE D2FD 65FE D1FD 65FE D2FD 66FE	00000000	00	已确认 fixed byte
cool	Learn20Code	帧1-24-31	D2FD 65FE D2FD 64FE D2FD 65FE D3FD 64FE D2FD F0FA D1FD 65FE D2FD F0FA D2FD 65FE	00001010	50	已确认 frame tag
cool	Learn20Code	帧1-32-39	D2FD 65FE D2FD F1FA D3FD 65FE D2FD 73C1 E6FD 50FE E6FD 62FE D5FD 51FE E6FD 51FE	01000000	02	已确认 fixed byte
cool	Learn20Code	帧1-40-47	E6FD 50FE E7FD 51FE E7FD 50FE E7FD 51FE E6FD 51FE D2FD 65FE E6FD 51FE E6FD 51FE	00000000	00	已确认 fixed byte
cool	Learn20Code	帧1-48-55	E6FD 51FE E6FD 51FE E7FD 51FE D1FD 65FE D3FD 64FE D2FD 65FE E7FD 51FE D2FD 64FE	00000000	00	已确认 fixed field
cool	Learn20Code	帧1-56-63	E6FD 51FE D2FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn20Code	帧1-64-67	D2FD 65FE D1FD F1FA D2FD 65FE D2FD F0FA	0101	A	tail bits
cool	Learn20Code	帧1-标记	D2FD			special marker or separator
cool	Learn20Code	帧1-帧间分隔	C382			between frames
cool	Learn20Code	帧2-头	A9E30DF2			chunk header bytes
cool	Learn20Code	帧2-0-7	D3FD F0FA D2FD 63FE D3FD 63FE D4FD EFFA D3FD 63FE D4FD 63FE D3FD 62FE D5FD 64FE	10010000	09	推测 mode candidate
cool	Learn20Code	帧2-8-15	D4FD EEFA D4FD EFFA D4FD EEFA D4FD 51FE E5FD 50FE E7FD 63FE D4FD 51FE E5FD 50FE	11100000	07	已确认 temperature candidate
cool	Learn20Code	帧2-16-23	E7FD 50FE E6FD 52FE E6FD 63FE D4FD 51FE D2FD 65FE D2FD 65FE D3FD 65FE E6FD 50FE	00000000	00	已确认 fixed byte
cool	Learn20Code	帧2-24-31	E7FD 51FE E6FD 50FE E6FD 51FE E6FD 50FE E5FD DCFA E6FD C7FA E6FD DDFA D1FD 65FE	00001110	70	已确认 frame tag
cool	Learn20Code	帧2-32-39	D2FD 64FE D3FD F0FA E6FD 52FE D2FD 6FC1 D2FD 65FE D2FD 65FE E6FD 51FE D2FD 65FE	01000000	02	已确认 fixed byte
cool	Learn20Code	帧2-40-47	D2FD 65FE D2FD 65FE D1FD 66FE D1FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE D2FD 65FE	00000000	00	已确认 fixed byte
cool	Learn20Code	帧2-48-55	D3FD 65FE E6FD 51FE E6FD 51FE D4FD 64FE E7FD 4EFE E9FD 50FE E7FD 51FE E7FD 50FE	00000000	00	已确认 fixed field
cool	Learn20Code	帧2-56-63	E7FD 50FE E7FD 50FE E7FD 4FFE E8FD 4EFE E8FD 4FFE E9FD 4EFE E9FD 4EFE FDFD 3AFE	00000000	00	未知 variable field, meaning unresolved
cool	Learn20Code	帧2-64-67	FEFD 38FE FEFD B1FA 11FE 26FE 11FE B1FA	0101	A	tail bits
cool	Learn20Code	帧2-标记	11FE			special marker or separator
cool	Learn21Code	帧1-头	94E3FAF1			chunk header bytes
cool	Learn21Code	帧1-0-7	E6FD DDFA E5FD 50FE E6FD 51FE E6FD DCFA E6FD 50FE E6FD 51FE E6FD 51FE E6FD 52FE	10010000	09	推测 mode candidate
cool	Learn21Code	帧1-8-15	D2FD 64FE E7FD 51FE E6FD 51FE D3FD F0FA D2FD 64FE D3FD 65FE E5FD 51FE D1FD 64FE	00010000	08	已确认 temperature candidate
cool	Learn21Code	帧1-16-23	D3FD 64FE E6FD 52FE D2FD 65FE D2FD 65FE D1FD 65FE D2FD 64FE D4FD 65FE E6FD 51FE	00000000	00	已确认 fixed byte
cool	Learn21Code	帧1-24-31	D2FD 65FE D2FD 66FE D1FD 65FE D2FD 66FE E6FD DDFA D2FD 65FE D2FD F1FA D2FD 65FE	00001010	50	已确认 frame tag
cool	Learn21Code	帧1-32-39	D1FD 66FE D2FD F0FA D3FD 65FE D2FD 81C1 D4FD 51FE E6FD 52FE E6FD 51FE E6FD 51FE	01000000	02	已确认 fixed byte
cool	Learn21Code	帧1-40-47	E6FD 51FE E6FD 51FE E6FD 51FE E6FD 50FE D2FD 65FE E6FD 50FE E7FD 51FE E5FD 51FE	00000000	00	已确认 fixed byte
cool	Learn21Code	帧1-48-55	D3FD 64FE E6FD 51FE E6FD 52FE D2FD 65FE D2FD 65FE D2FD 65FE D2FD 66FE E6FD 50FE	00000000	00	已确认 fixed field
cool	Learn21Code	帧1-56-63	D3FD 64FE D1FD 66FE D2FD 64FE E7FD 51FE D1FD 65FE D3FD 65FE D2FD 65FE D2FD 65FE	00000000	00	未知 variable field, meaning unresolved
cool	Learn21Code	帧1-64-67	D2FD F0FA D3FD F0FA D2FD 65FE D1FD F1FA	1101	B	tail bits
