样本	Learn	段名	原始脉冲	二进制	十六进制	位说明/字段说明
cool	Learn6Code	帧1-48-55	4EFE 43FE 38FE 59FE 4EFE 43FE 4DFE 44FE 37FE 59FE 4DFE 44FE 4EFE 44FE 4EFE 3BFE	00000000	00	未知 field not present in all samples
cool	Learn6Code	帧1-56-63	3AFE 58FE 39FE 59FE 4EFE C6FA 4FFE 43FE 4DFE 43FE 39FE 57FE 4FFE 44FE 4DFE 3CFE	00100000	04	未知 field not present in all samples
cool	Learn6Code	帧1-64-71	4EFE 43FE 4FFE 43FE 4DFE 45FE 4DFE 43FE 39FE 5AFE 4EFE 44FE 4DFE 44FE 38FE 52FE	00000000	00	未知 field not present in all samples
cool	Learn6Code	帧1-72-79	39FE 57FE 3AFE 59FE 38FE 59FE 4EFE 44FE 38FE 58FE 4DFE 44FE 4DFE 44FE 39FE 50FE	00000000	00	未知 field not present in all samples
cool	Learn6Code	帧1-80-87	3AFE 58FE 4DFE 44FE 4EFE 44FE 4EFE 43FE 50FE 43FE 4DFE 43FE 50FE 41FE 50FE 3AFE	00000000	00	未知 field not present in all samples
cool	Learn6Code	帧1-88-95	4EFE 42FE 4EFE 59FE 39FE 43FE 38FE 59FE 4EFE 42FE 3AFE 43FE 64FE 42FE 39FE 51FE	00000000	00	未知 field not present in all samples
cool	Learn6Code	帧1-96-103	4DFE 45FE 4EFE 43FE 4EFE 42FE 4FFE 45FE 4EFE 43FE 4EFE 43FE 3AFE 57FE 4FFE BEFA	00000001	80	未知 field not present in all samples
cool	Learn6Code	帧1-104-111	3BFE 57FE 4EFE 42FE 39FE DEFA 4FFE 42FE 4FFE C8FA 4DFE C7FA 64FE 2EFE 3AFE 90FA	00101101	B4	未知 field not present in all samples
cool	Learn6Code	帧1-112-119	4FFE C6FA 4FFE 44FE 4EFE C8FA 63FE 9DFA 63FE 42FE 64FE B2FA 38FE DBFA 64FE A9FA	10110111	ED	未知 field not present in all samples
cool	Learn6Code	帧1-120-127	4FFE 44FE 65FE 18FE 79FE 2DFE 65FE 2DFE 64FE 2DFE 65FE 17FE 66FE 41FE 65FE 25FE	00000000	00	未知 field not present in all samples
cool	Learn6Code	帧1-128-135	65FE 18FE 65FE 2CFE 79FE 2CFE 4FFE 2FFE 7BFE 16FE 79FE 18FE 7AFE 2CFE 65FE 24FE	00000000	00	未知 field not present in all samples
cool	Learn6Code	帧1-136-143	52FE 2CFE 7AFE 18FE 7AFE 2CFE 65FE 18FE 7AFE 16FE 7BFE 18FE 79FE 17FE 79FE 0FFE	00000000	00	未知 field not present in all samples
cool	Learn6Code	帧1-144-151	65FE 2DFE 7BFE 16FE 65FE 2DFE 7AFE 2CFE 51FE 2CFE 79FE 2CFE 66FE 17FE 79FE 11FE	00000000	00	未知 field not present in all samples
cool	Learn6Code	帧1-152-159	8FFE 02FE 7BFE 17FE 7AFE 2CFE 65FE 18FE 79FE 17FE 7CFE 16FE 90FE 01FE 7BFE 0FFE	00000000	00	未知 field not present in all samples
cool	Learn6Code	帧1-160-167	90FE 01FE 7BFE 18FE 8FFE 01FE 7AFE 2CFE 65FE 17FE 79FE 15FE 7CFE 02FE A5FE FAFD	00000001	80	未知 field not present in all samples
cool	Learn6Code	帧1-168-175	7AFE 9BFA 8FFE ECFD 8FFE 9BFA 79FE 9CFA 7BFE 17FE 7BFE 99FA 7AFE 99FA 90FE 7BFA	11110111	EF	未知 field not present in all samples
cool	Learn6Code	帧1-标记	FCF5			special marker or separator
cool	Learn6Code	帧1-标记	64F2			special marker or separator
cool	Learn6Code	帧1-标记	7BFE			special marker or separator
cool	Learn7Code	帧1-头	0DF65DF6			chunk header bytes
cool	Learn7Code	帧1-0-7	4EFE C7FA 4FFE 43FE 4EFE C8FA 50FE 42FE 50FE 42FE 4FFE C7FA 50FE C6FA 64FE 25FE	10100110	65	未知 field not present in all samples
cool	Learn7Code	帧1-8-15	65FE 2DFE 64FE B2FA 65FE B1FA 65FE B2FA 64FE 2CFE 65FE B0FA 65FE B1FA 65FE 10FE	01110110	6E	未知 field not present in all samples
cool	Learn7Code	帧1-16-23	7AFE 2CFE 65FE 18FE 7AFE 2CFE 66FE 18FE 79FE 18FE 79FE 2CFE 66FE 17FE 7AFE 10FE	00000000	00	未知 field not present in all samples
cool	Learn7Code	帧1-24-31	7AFE 17FE 7AFE 17FE 7AFE 17FE 7AFE 18FE 7AFE 2BFE 67FE 18FE 7AFE 18FE 7AFE 24FE	00000000	00	未知 field not present in all samples
cool	Learn7Code	帧1-32-39	66FE 18FE 7AFE 9CFA 7AFE 2CFE 66FE 2BFE 65FE 2CFE 65FE 2DFE 65FE 2DFE 64FE 25FE	01000000	02	未知 field not present in all samples
cool	Learn7Code	帧1-40-47	64FE B1FA 64FE 2DFE 64FE B1FA 50FE 42FE 4FFE 44FE 4EFE 42FE 4FFE 43FE 4FFE 3BFE	10100000	05	未知 field not present in all samples
cool	Learn7Code	帧1-48-55	4EFE 43FE 4EFE 43FE 4DFE 44FE 4DFE 44FE 4DFE 44FE 3AFE 58FE 39FE 58FE 4DFE 3DFE	00000000	00	未知 field not present in all samples
cool	Learn7Code	帧1-56-63	38FE 59FE 38FE 59FE 38FE DDFA 38FE 59FE 37FE 59FE 38FE 59FE 38FE 5AFE 38FE 52FE	00100000	04	未知 field not present in all samples
cool	Learn7Code	帧1-64-71	38FE 5AFE 38FE 5AFE 37FE 6CFE 25FE 5AFE 38FE 5AFE 38FE 59FE 38FE 5AFE 38FE 52FE	00000000	00	未知 field not present in all samples
cool	Learn7Code	帧1-72-79	38FE 5AFE 38FE 59FE 37FE 59FE 38FE 5AFE 37FE 5AFE 38FE 5AFE 37FE 59FE 38FE 52FE	00000000	00	未知 field not present in all samples
cool	Learn7Code	帧1-80-87	38FE 59FE 38FE 59FE 38FE 59FE 38FE 5AFE 38FE 5AFE 38FE 5AFE 38FE 5AFE 37FE 52FE	00000000	00	未知 field not present in all samples
cool	Learn7Code	帧1-88-95	37FE 59FE 38FE 5AFE 38FE 59FE 38FE 5AFE 38FE 59FE 38FE 59FE 38FE 5AFE 37FE 53FE	00000000	00	未知 field not present in all samples
cool	Learn7Code	帧1-96-103	38FE 5AFE 37FE 5AFE 37FE 5AFE 38FE 5AFE 38FE 59FE 38FE 59FE 38FE 5AFE 38FE D6FA	00000001	80	未知 field not present in all samples
cool	Learn7Code	帧1-104-111	37FE 5AFE 38FE 5AFE 37FE 59FE 37FE DEFA 38FE DEFA 38FE DEFA 38FE 5AFE 38FE 92FA	00011101	B8	未知 field not present in all samples
cool	Learn7Code	帧1-112-119	38FE DEFA 37FE 59FE 38FE DEFA 38FE DEFA 37FE 5AFE 37FE DEFA 38FE DEFA 38FE D6FA	10110111	ED	未知 field not present in all samples
cool	Learn7Code	帧1-120-127	38FE 5AFE 38FE 5AFE 37FE 59FE 38FE 59FE 38FE 59FE 38FE 58FE 38FE 59FE 39FE 52FE	00000000	00	未知 field not present in all samples
cool	Learn7Code	帧1-128-135	38FE 59FE 37FE 59FE 38FE 59FE 38FE 59FE 38FE 59FE 38FE 59FE 39FE 59FE 39FE 51FE	00000000	00	未知 field not present in all samples
cool	Learn7Code	帧1-136-143	39FE 58FE 39FE 58FE 3AFE 58FE 39FE 59FE 39FE 58FE 39FE 59FE 4DFE 44FE 4DFE 3CFE	00000000	00	未知 field not present in all samples
cool	Learn7Code	帧1-144-151	4DFE 44FE 4EFE 44FE 4DFE 44FE 4EFE 44FE 4EFE 44FE 4DFE 43FE 4DFE 44FE 4DFE 3CFE	00000000	00	未知 field not present in all samples
cool	Learn7Code	帧1-152-159	4EFE 44FE 4DFE 44FE 4DFE 44FE 4EFE 43FE 4EFE 43FE 4EFE 43FE 4FFE 43FE 4EFE 3CFE	00000000	00	未知 field not present in all samples
cool	Learn7Code	帧1-160-167	4DFE 43FE 4EFE 43FE 4DFE 43FE 4EFE 43FE 4EFE 43FE 4EFE 43FE 4EFE 43FE 4EFE 3CFE	00000000	00	未知 field not present in all samples
cool	Learn7Code	帧1-168-175	4EFE C8FA 4EFE 43FE 4EFE C8FA 4EFE C7FA 4EFE 43FE 4FFE C6FA 4EFE C7FA 4FFE BCFA	10110111	ED	未知 field not present in all samples
cool	Learn7Code	帧1-标记	3BF6			special marker or separator
cool	Learn7Code	帧1-标记	39F2			special marker or separator
cool	Learn7Code	帧1-标记	4FFE			special marker or separator
cool	Learn8Code	帧1-头	0FF65DF6			chunk header bytes
cool	Learn8Code	帧1-0-7	39FE DDFA 39FE 59FE 38FE DDFA 39FE 59FE 39FE 59FE 38FE DDFA 39FE DDFA 39FE 51FE	10100110	65	未知 field not present in all samples
cool	Learn8Code	帧1-8-15	39FE 59FE 38FE DEFA 38FE 59FE 38FE DCFA 39FE 59FE 39FE DDFA 38FE DCFA 38FE 52FE	01010110	6A	未知 field not present in all samples
cool	Learn8Code	帧1-16-23	37FE 59FE 38FE 5AFE 38FE 59FE 38FE 59FE 38FE 58FE 38FE 59FE 39FE 58FE 39FE 51FE	00000000	00	未知 field not present in all samples
cool	Learn8Code	帧1-24-31	38FE 59FE 38FE 58FE 38FE 58FE 39FE 59FE 39FE 59FE 38FE 58FE 39FE 59FE 39FE 51FE	00000000	00	未知 field not present in all samples
cool	Learn8Code	帧1-32-39	39FE 58FE 39FE DCFA 39FE 58FE 39FE 59FE 39FE 58FE 38FE 57FE 4EFE 43FE 3AFE 50FE	01000000	02	未知 field not present in all samples
cool	Learn8Code	帧1-40-47	4EFE C7FA 3BFE 57FE 3AFE DCFA 4EFE 43FE 4EFE 44FE 4EFE 43FE 4EFE 44FE 4DFE 3CFE	10100000	05	未知 field not present in all samples
cool	Learn8Code	帧1-48-55	4EFE 43FE 4EFE 44FE 4EFE 43FE 4EFE 44FE 4EFE 43FE 4EFE 43FE 4EFE 43FE 4FFE 3BFE	00000000	00	未知 field not present in all samples
cool	Learn8Code	帧1-56-63	4EFE 43FE 4EFE 43FE 4FFE C7FA 4FFE 42FE 4EFE 42FE 4EFE 42FE 4EFE 43FE 4EFE 3BFE	00100000	04	未知 field not present in all samples
cool	Learn8Code	帧1-64-71	4EFE 43FE 4FFE 43FE 4EFE 42FE 4FFE 42FE 4EFE 42FE 4FFE 42FE 4FFE 42FE 4FFE 3BFE	00000000	00	未知 field not present in all samples
cool	Learn8Code	帧1-72-79	4FFE 43FE 4EFE 41FE 4FFE 42FE 4FFE 41FE 50FE 42FE 4FFE 42FE 50FE 42FE 4FFE 39FE	00000000	00	未知 field not present in all samples
cool	Learn8Code	帧1-80-87	4FFE 42FE 50FE 42FE 4FFE 42FE 4FFE 41FE 50FE 41FE 50FE 41FE 4FFE 41FE 51FE 39FE	00000000	00	未知 field not present in all samples
cool	Learn8Code	帧1-88-95	50FE 41FE 50FE 41FE 50FE 40FE 50FE 41FE 51FE 40FE 51FE 2DFE 64FE 41FE 51FE 26FE	00000000	00	未知 field not present in all samples
cool	Learn8Code	帧1-96-103	64FE 40FE 52FE 40FE 52FE 2CFE 64FE 2DFE 64FE 2DFE 65FE 2CFE 65FE 2DFE 65FE A8FA	00000001	80	未知 field not present in all samples
cool	Learn8Code	帧1-104-111	65FE B0FA 65FE B1FA 79FE 9BFA 79FE 9CFA 79FE 9CFA 78FE 9BFA 7AFE 18FE 79FE 50FA	11111100	3F	未知 field not present in all samples
cool	Learn8Code	帧1-112-119	78FE 9DFA 79FE 19FE 79FE 9CFA 79FE 9CFA 7AFE 18FE 79FE 9CFA 79FE 9CFA 79FE 94FA	10110111	ED	未知 field not present in all samples
cool	Learn8Code	帧1-120-127	7AFE 17FE 7AFE 18FE 7AFE 17FE 79FE 18FE 7AFE 18FE 79FE 18FE 7AFE 18FE 79FE 10FE	00000000	00	未知 field not present in all samples
cool	Learn8Code	帧1-128-135	7AFE 18FE 7AFE 18FE 79FE 18FE 79FE 18FE 7AFE 17FE 7AFE 18FE 79FE 17FE 7AFE 10FE	00000000	00	未知 field not present in all samples
cool	Learn8Code	帧1-136-143	7AFE 18FE 7AFE 17FE 7AFE 17FE 7AFE 17FE 79FE 17FE 7AFE 17FE 7BFE 16FE 7AFE 0FFE	00000000	00	未知 field not present in all samples
cool	Learn8Code	帧1-144-151	7AFE 17FE 79FE 17FE 7AFE 17FE 7BFE 16FE 7AFE 17FE 7BFE 16FE 7BFE 16FE 7BFE 0FFE	00000000	00	未知 field not present in all samples
cool	Learn8Code	帧1-152-159	7BFE 16FE 7AFE 17FE 7BFE 16FE 7AFE 16FE 7AFE 17FE 7AFE 16FE 7BFE 16FE 7BFE 0FFE	00000000	00	未知 field not present in all samples
cool	Learn8Code	帧1-160-167	7BFE 16FE 7BFE 16FE 7CFE 15FE 7BFE 16FE 7BFE 16FE 7BFE 15FE 7BFE 16FE 7BFE 0DFE	00000000	00	未知 field not present in all samples
cool	Learn8Code	帧1-168-175	7CFE 9AFA 7CFE 15FE 7CFE 99FA 90FE 85FA 7BFE 16FE 7CFE 98FA 7BFE 99FA 90FE 7BFA	10110111	ED	未知 field not present in all samples
cool	Learn8Code	帧1-标记	26F6			special marker or separator
cool	Learn8Code	帧1-标记	4FF2			special marker or separator
cool	Learn8Code	帧1-标记	90FE			special marker or separator
cool	Learn9Code	帧1-头	0DF65DF6			chunk header bytes
cool	Learn9Code	帧1-0-7	26F6 4EF2 38FE DDFA 39FE 59FE 38FE DEFA 38FE 59FE 39FE 59FE 39FE DDFA 39FE DDFA	11111111	FF	未知 field not present in all samples
cool	Learn9Code	帧1-8-15	39FE 51FE 39FE 58FE 39FE DCFA 38FE 59FE 39FE DCFA 39FE 58FE 4EFE C8FA 3AFE DBFA	11111111	FF	未知 field not present in all samples
cool	Learn9Code	帧1-16-23	4EFE 3CFE 4DFE 44FE 4EFE 44FE 4EFE 44FE 4DFE 44FE 4DFE 44FE 4EFE 44FE 4DFE 44FE	11111111	FF	未知 field not present in all samples
cool	Learn9Code	帧1-24-31	4EFE 3CFE 4DFE 43FE 4EFE 44FE 4DFE 44FE 4EFE 44FE 4EFE 43FE 4EFE 43FE 4EFE 43FE	11111111	FF	未知 field not present in all samples
cool	Learn9Code	帧1-32-39	4EFE 3CFE 4EFE 43FE 4EFE C8FA 4EFE 43FE 4EFE 44FE 4EFE 43FE 4EFE 43FE 4EFE 43FE	11111111	FF	未知 field not present in all samples
cool	Learn9Code	帧1-40-47	4FFE 3BFE 4FFE C7FA 4EFE 43FE 4EFE C7FA 4EFE 43FE 4EFE 43FE 4EFE 43FE 4FFE 43FE	01111111	FE	未知 field not present in all samples
cool	Learn9Code	帧1-48-55	4FFE 3BFE 4FFE 42FE 4FFE 43FE 4FFE 43FE 4EFE 42FE 4FFE 43FE 4FFE 43FE 4EFE 43FE	01111111	FE	未知 field not present in all samples
cool	Learn9Code	帧1-56-63	4FFE 3BFE 4FFE 43FE 4EFE 42FE 4EFE C5FA 4FFE 42FE 50FE 41FE 4FFE 42FE 50FE 41FE	01111111	FE	未知 field not present in all samples
cool	Learn9Code	帧1-64-71	4FFE 3BFE 4FFE 42FE 50FE 41FE 4FFE 42FE 50FE 41FE 51FE 41FE 50FE 41FE 50FE 42FE	01111111	FE	未知 field not present in all samples
cool	Learn9Code	帧1-72-79	50FE 3AFE 50FE 41FE 51FE 41FE 50FE 41FE 51FE 41FE 51FE 3FFE 65FE 2CFE 51FE 41FE	01111101	BE	未知 field not present in all samples
cool	Learn9Code	帧1-80-87	65FE 25FE 65FE 2CFE 65FE 2CFE 65FE 2CFE 65FE 2CFE 66FE 2CFE 65FE 2BFE 66FE 2BFE	00000000	00	未知 field not present in all samples
cool	Learn9Code	帧1-88-95	65FE 24FE 65FE 2CFE 66FE 2CFE 65FE 18FE 7AFE 18FE 79FE 2BFE 66FE 2CFE 66FE 2BFE	00000000	00	未知 field not present in all samples
cool	Learn9Code	帧1-96-103	66FE 10FE 79FE 18FE 79FE 17FE 79FE 18FE 79FE 18FE 79FE 18FE 7AFE 18FE 7AFE 17FE	00000000	00	未知 field not present in all samples
cool	Learn9Code	帧1-104-111	79FE 95FA 79FE 9BFA 7AFE 9BFA 7AFE 9CFA 7AFE 9CFA 79FE 9BFA 7AFE 9BFA 79FE 18FE	11111110	7F	未知 field not present in all samples
cool	Learn9Code	帧1-112-119	7AFE 4FFA 7AFE 9CFA 7AFE 18FE 7AFE 9BFA 7AFE 9BFA 7AFE 17FE 7AFE 9BFA 7AFE 9BFA	11011011	DB	未知 field not present in all samples
cool	Learn9Code	帧1-120-127	7AFE 94FA 7AFE 17FE 7BFE 17FE 7AFE 16FE 7BFE 17FE 7BFE 17FE 7AFE 17FE 7AFE 17FE	10000000	01	未知 field not present in all samples
cool	Learn9Code	帧1-128-135	7BFE 0EFE 7BFE 16FE 7BFE 17FE 7BFE 16FE 7BFE 17FE 7BFE 15FE 7BFE 16FE 7CFE 15FE	00000000	00	未知 field not present in all samples
cool	Learn9Code	帧1-136-143	7CFE 0EFE 7BFE 16FE 7CFE 15FE 7CFE 15FE 7CFE 15FE 90FE 01FE 90FE 01FE 90FE 01FE	00000000	00	未知 field not present in all samples
cool	Learn9Code	帧1-144-151	91FE F9FD 91FE 01FE 90FE 01FE 90FE 01FE 91FE 01FE 91FE 00FE 91FE 00FE 91FE 00FE	10000000	01	未知 field not present in all samples
cool	Learn9Code	帧1-152-159	91FE F8FD 90FE ECFD A5FE 00FE 91FE 01FE 91FE ECFD A5FE ECFD A5FE EDFD A5FE ECFD	11001111	F3	未知 field not present in all samples
cool	Learn9Code	帧1-160-167	A6FE E4FD A5FE ECFD A6FE EBFD A6FE EBFD A6FE ECFD A6FE ECFD A5FE ECFD A6FE ECFD	11111111	FF	未知 field not present in all samples
cool	Learn9Code	帧1-168-175	A6FE E4FD A6FE 70FA A6FE EBFD A5FE 70FA A5FE 71FA A5FE ECFD A6FE 70FA A6FE 70FA	11111111	FF	未知 field not present in all samples
cool	Learn9Code	帧1-176	A6FE 66FA	1	1	tail bits
cool	Learn9Code	帧1-标记	A5FE			special marker or separator
cool	Learn10Code	帧1-头	0EF65CF6			chunk header bytes
cool	Learn10Code	帧1-0-7	39FE DCFA 39FE 57FE 39FE DCFA 39FE 58FE 4EFE 43FE 4DFE C8FA 4DFE C9FA 4DFE 3CFE	10100110	65	未知 field not present in all samples
cool	Learn10Code	帧1-8-15	4EFE 44FE 39FE DBFA 4EFE 44FE 4EFE 43FE 4EFE 44FE 4DFE C8FA 4EFE C8FA 4DFE 3CFE	01000110	62	未知 field not present in all samples
cool	Learn10Code	帧1-16-23	4EFE 44FE 4DFE 44FE 4DFE 43FE 4EFE 43FE 4EFE 43FE 4EFE 43FE 4EFE 43FE 4EFE 3BFE	00000000	00	未知 field not present in all samples
cool	Learn10Code	帧1-24-31	4FFE 43FE 4EFE 43FE 4FFE 43FE 4EFE 43FE 4EFE 42FE 4EFE 42FE 4EFE 42FE 4FFE 3BFE	00000000	00	未知 field not present in all samples
cool	Learn10Code	帧1-32-39	4EFE 42FE 4EFE C6FA 4FFE 43FE 4EFE 42FE 4FFE 42FE 4FFE 42FE 4EFE 42FE 4FFE 3AFE	01000000	02	未知 field not present in all samples
cool	Learn10Code	帧1-40-47	4EFE C6FA 4FFE 43FE 4FFE C6FA 4EFE 42FE 4FFE 42FE 4FFE 42FE 4FFE 41FE 4FFE 3AFE	10100000	05	未知 field not present in all samples
cool	Learn10Code	帧1-48-55	4FFE 42FE 50FE 41FE 4FFE 42FE 50FE 41FE 50FE 41FE 51FE 41FE 50FE 42FE 50FE 3AFE	00000000	00	未知 field not present in all samples
cool	Learn10Code	帧1-56-63	50FE 41FE 51FE 40FE 50FE C5FA 51FE 41FE 50FE 41FE 51FE 41FE 50FE 41FE 65FE 25FE	00100000	04	未知 field not present in all samples
cool	Learn10Code	帧1-64-71	65FE 2CFE 65FE 2CFE 65FE 2DFE 65FE 2CFE 65FE 2BFE 65FE 2CFE 65FE 2BFE 65FE 24FE	00000000	00	未知 field not present in all samples
cool	Learn10Code	帧1-72-79	65FE 2BFE 65FE 2CFE 65FE 2BFE 65FE 18FE 79FE 18FE 7AFE 17FE 79FE 18FE 7AFE 10FE	00000000	00	未知 field not present in all samples
cool	Learn10Code	帧1-80-87	79FE 18FE 7AFE 18FE 7AFE 17FE 79FE 18FE 7AFE 18FE 79FE 18FE 7AFE 17FE 79FE 0FFE	00000000	00	未知 field not present in all samples
cool	Learn10Code	帧1-88-95	7AFE 17FE 7AFE 17FE 7AFE 17FE 7AFE 17FE 79FE 17FE 79FE 17FE 7BFE 17FE 7AFE 0FFE	00000000	00	未知 field not present in all samples
cool	Learn10Code	帧1-96-103	7BFE 17FE 7BFE 16FE 7BFE 17FE 7AFE 17FE 7BFE 17FE 7AFE 16FE 7BFE 17FE 7AFE 92FA	00000000	00	未知 field not present in all samples
cool	Learn10Code	帧1-104-111	7BFE 9AFA 7BFE 9BFA 7BFE 9BFA 7BFE 16FE 7BFE 9AFA 7CFE 9AFA 7BFE 16FE 7CFE 4DFA	11101100	37	未知 field not present in all samples
cool	Learn10Code	帧1-112-119	7BFE 9AFA 7CFE 15FE 7CFE 9AFA 7BFE 9AFA 7BFE 16FE 7DFE 98FA 7CFE 99FA 7CFE 92FA	10110110	6D	未知 field not present in all samples
cool	Learn10Code	帧1-120-127	7CFE 14FE 90FE 01FE 7DFE 15FE 90FE 01FE 90FE 01FE 91FE 00FE 90FE 01FE 91FE F9FD	00000001	80	未知 field not present in all samples
cool	Learn10Code	帧1-128-135	91FE 00FE 91FE 01FE 91FE 00FE 91FE 00FE 91FE 00FE 91FE 00FE 91FE FFFD 91FE E4FD	00000011	C0	未知 field not present in all samples
cool	Learn10Code	帧1-136-143	A6FE EBFD A6FE EBFD A6FE E8FD AAFE EBFD A6FE EBFD A6FE EBFD A5FE EBFD A6FE E3FD	11111111	FF	未知 field not present in all samples
cool	Learn10Code	帧1-144-151	A5FE ECFD A6FE EBFD A6FE ECFD A6FE EBFD A6FE ECFD A6FE EBFD A6FE EBFD A6FE E2FD	11111111	FF	未知 field not present in all samples
cool	Learn10Code	帧1-152-159	A6FE EBFD A6FE EBFD A7FE EAFD A7FE EBFD A6FE EAFD A6FE EAFD A7FE EAFD A7FE E2FD	11111111	FF	未知 field not present in all samples
cool	Learn10Code	帧1-160-167	A7FE E9FD A8FE E9FD A8FE EAFD A8FE E9FD A8FE E9FD A7FE E9FD A8FE D5FD BCFE CEFD	11111111	FF	未知 field not present in all samples
cool	Learn10Code	帧1-168-175	BCFE 6EFA A8FE D5FD BCFE 59FA BCFE 6EFA A8FE D5FD BCFE 59FA BCFE 59FA BBFE 64FA	01001000	12	未知 field not present in all samples
cool	Learn10Code	帧1-标记	26F6			special marker or separator
cool	Learn10Code	帧1-标记	4DF2			special marker or separator
cool	Learn10Code	帧1-标记	A8FE			special marker or separator
heat	Learn1Code	帧1-头	11F65CF6			chunk header bytes
heat	Learn1Code	帧1-0-7	39FE DDFA 38FE 59FE 38FE DEFA 39FE 59FE 39FE 58FE 39FE DEFA 39FE DDFA 39FE 51FE	10100110	65	未知 field not present in all samples
heat	Learn1Code	帧1-8-15	38FE DCFA 38FE 5AFE 38FE 59FE 39FE DDFA 38FE DDFA 38FE 59FE 39FE DDFA 39FE 51FE	10011010	59	未知 field not present in all samples
heat	Learn1Code	帧1-16-23	38FE 59FE 38FE 58FE 39FE 59FE 39FE 58FE 39FE 59FE 39FE 59FE 39FE 59FE 39FE 50FE	00000000	00	未知 field not present in all samples
heat	Learn1Code	帧1-24-31	39FE 58FE 39FE 58FE 39FE 58FE 39FE 58FE 39FE 57FE 3AFE 58FE 3AFE 58FE 3AFE 50FE	00000000	00	未知 field not present in all samples
heat	Learn1Code	帧1-32-39	3AFE DCFA 3BFE DBFA 3AFE 58FE 3AFE 58FE 3AFE 58FE 3AFE 57FE 4EFE 43FE 4EFE 3BFE	11000000	03	未知 field not present in all samples
heat	Learn1Code	帧1-40-47	4EFE C8FA 4EFE 43FE 4FFE C8FA 4EFE 43FE 4EFE 42FE 4FFE 42FE 4FFE 43FE 4FFE 3BFE	10100000	05	未知 field not present in all samples
heat	Learn1Code	帧1-48-55	4FFE 43FE 4FFE 43FE 4EFE 42FE 4FFE 43FE 4EFE 43FE 4FFE 43FE 4FFE 43FE 4EFE 3BFE	00000000	00	未知 field not present in all samples
heat	Learn1Code	帧1-56-63	4FFE C7FA 4FFE 43FE 4FFE 42FE 4FFE 42FE 4FFE 43FE 4FFE 43FE 4FFE 40FE 52FE 3BFE	10000000	01	未知 field not present in all samples
heat	Learn1Code	帧1-64-71	4FFE 42FE 4FFE 43FE 4FFE 43FE 4FFE 42FE 50FE 42FE 4FFE 41FE 4FFE 43FE 4FFE 3AFE	00000000	00	未知 field not present in all samples
heat	Learn1Code	帧1-72-79	50FE 3EFE 54FE 42FE 4FFE 41FE 4FFE 41FE 50FE 42FE 50FE 41FE 50FE 41FE 50FE 3AFE	00000000	00	未知 field not present in all samples
heat	Learn1Code	帧1-80-87	4FFE 42FE 50FE 41FE 50FE 42FE 4FFE 41FE 51FE 41FE 50FE 42FE 50FE 41FE 51FE 39FE	00000000	00	未知 field not present in all samples
heat	Learn1Code	帧1-88-95	50FE 41FE 50FE 41FE 50FE 41FE 51FE 41FE 50FE 40FE 51FE 40FE 51FE 40FE 51FE 25FE	00000000	00	未知 field not present in all samples
heat	Learn1Code	帧1-96-103	65FE 40FE 51FE 40FE 51FE 3FFE 52FE 40FE 66FE 18FE 79FE 9DFA 65FE B0FA 66FE 24FE	00000110	60	未知 field not present in all samples
heat	Learn1Code	帧1-104-111	7AFE 17FE 66FE 2CFE 65FE B0FA 79FE 18FE 65FE 2CFE 65FE B1FA 79FE 9BFA 7AFE CCFD	00100111	E4	未知 field not present in all samples
heat	Learn1Code	帧1-112-119	79FE 9CFA 79FE 18FE 7AFE 9CFA 79FE 9DFA 79FE 18FE 7AFE 9CFA 7AFE 9CFA 79FE 94FA	10110111	ED	未知 field not present in all samples
heat	Learn1Code	帧1-120-127	7AFE 18FE 7AFE 17FE 7AFE 18FE 7AFE 18FE 7AFE 18FE 79FE 18FE 7AFE 18FE 7AFE 10FE	00000000	00	未知 field not present in all samples
heat	Learn1Code	帧1-128-135	7AFE 18FE 7AFE 17FE 79FE 18FE 7AFE 17FE 7BFE 17FE 7AFE 17FE 7AFE 17FE 78FE 12FE	00000000	00	未知 field not present in all samples
heat	Learn1Code	帧1-136-143	7AFE 17FE 7AFE 17FE 7BFE 16FE 7BFE 17FE 7AFE 17FE 7AFE 16FE 7AFE 17FE 7BFE 0FFE	00000000	00	未知 field not present in all samples
heat	Learn1Code	帧1-144-151	7AFE 17FE 79FE 18FE 7BFE 17FE 7AFE 17FE 7AFE 17FE 7BFE 17FE 7BFE 16FE 7BFE 0FFE	00000000	00	未知 field not present in all samples
heat	Learn1Code	帧1-152-159	7BFE 16FE 7BFE 17FE 7AFE 17FE 7BFE 17FE 7BFE 16FE 7BFE 17FE 7BFE 16FE 7AFE 0EFE	00000000	00	未知 field not present in all samples
heat	Learn1Code	帧1-160-167	7CFE 16FE 7BFE 16FE 7CFE 15FE 7BFE 16FE 7CFE 15FE 7BFE 15FE 7CFE 16FE 7BFE 0FFE	00000000	00	未知 field not present in all samples
heat	Learn1Code	帧1-168-175	7BFE 9AFA 7CFE 15FE 7CFE 99FA 7CFE 99FA 7BFE 15FE 7CFE 99FA 7DFE 99FA 7DFE 8EFA	10110111	ED	未知 field not present in all samples
heat	Learn1Code	帧1-标记	27F6			special marker or separator
heat	Learn1Code	帧1-标记	4EF2			special marker or separator
heat	Learn1Code	帧1-标记	7CFE			special marker or separator
heat	Learn2Code	帧1-头	0FF65DF6			chunk header bytes
